FIPS_Code,Employed_2020,Median_Household_Income_2020,Unemployment_rate_2020,"Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 2019-23",BIRTHS_2020,DEATHS_2020,DOMESTIC_MIG_2020,GQ_ESTIMATES_BASE_2020,INTERNATIONAL_MIG_2020,NATURAL_CHG_2020,NET_MIG_2020,Anxiety_Score_2020,Depression_Score_2020,State_Name,Region
1001,24955,70148,5.3,29.32028356,32.67593887,9.721097947,28.28267962,162,176,100,484,0,-14,100,2.54537222,2.595786405,Alabama,South
1003,92639,71704,6.1,31.391725,27.54203782,8.268600135,32.79763704,560,602,1613,3549,11,-42,1624,2.548291406,2.606122089,Alabama,South
1015,43315,52772,7.7,31.05294619,34.48815292,13.91379552,20.54510537,305,397,-115,5632,0,-92,-115,2.575424673,2.618108304,Alabama,South
1017,14866,45563,7.4,30.58323803,38.45368404,16.3780428,14.58503512,87,167,-51,860,2,-80,-49,2.678848378,2.729827771,Alabama,South
1019,11060,52613,5.1,30.56398786,37.3595356,16.1314374,15.94503914,62,122,59,278,0,-60,59,2.825578143,2.507563884,Alabama,South
1021,18817,61823,5.4,27.70026344,41.23979575,15.81292484,15.24701597,147,143,26,388,1,4,27,2.82001128,2.85346441,Alabama,South
1031,20913,62429,4.8,35.41350531,29.08085844,13.97680468,21.52883156,159,174,91,764,1,-15,92,2.518974599,2.621968026,Alabama,South
1033,22125,54593,7.2,32.72243643,34.55512714,12.45058324,20.27185319,166,176,68,407,2,-10,70,2.582152983,2.604913674,Alabama,South
1039,14483,46958,5.4,32.17430742,36.83056805,13.8176046,17.17751994,88,157,3,778,0,-69,3,2.595205219,2.681044921,Alabama,South
1043,36947,61774,4.7,34.92628205,30.98237179,15.00480769,19.08653846,252,254,290,1262,0,-2,290,2.506608642,2.550847954,Alabama,South
1045,19769,50567,5.3,35.21518089,31.18053913,14.27642469,19.32785528,149,137,-78,757,-1,12,-79,2.630266818,2.901130699,Alabama,South
1047,13076,35258,11.6,31.01109499,39.04026346,12.94154546,17.00709609,101,162,-202,476,1,-61,-201,2.58204517,2.653866557,Alabama,South
1049,29685,50037,4.9,31.41713437,33.64765599,21.05480357,13.88040607,188,222,48,848,4,-34,52,2.566330618,2.572899884,Alabama,South
1051,35614,71463,5.2,30.72711415,34.46766587,10.41087926,24.39434072,213,245,-84,5795,0,-32,-84,2.489558424,2.560519694,Alabama,South
1053,13595,47792,6.7,26.84811169,43.19385074,17.46735166,12.49068591,93,132,-49,2067,0,-39,-49,2.738051659,2.704486581,Alabama,South
1055,37867,55487,8.3,34.33236875,33.96858206,14.22213036,17.47691884,289,362,58,1592,0,-73,58,2.61193406,2.643090671,Alabama,South
1069,44343,56842,5.9,32.54262317,32.08887099,12.60034904,22.7681568,312,316,54,822,0,-4,54,2.53253328,2.594497899,Alabama,South
1071,21700,51965,5.8,28.62496701,37.88070731,17.94404856,15.55027712,127,201,25,603,0,-74,25,2.561757284,2.576837989,Alabama,South
1073,298089,61996,6.7,29.16168969,25.89349154,9.008057757,35.93676101,1919,2031,343,17043,23,-112,366,2.56454508,2.604763537,Alabama,South
1077,39978,59023,6.1,28.61653139,33.60336357,10.69596957,27.08413547,220,305,607,3052,1,-85,608,2.608745854,2.639211652,Alabama,South
1081,72003,59637,5.7,28.29579067,21.79658703,8.574288965,41.33333333,460,324,299,5377,20,136,319,2.540470047,2.591010509,Alabama,South
1083,43673,83159,4.6,30.80403207,26.367172,12.43749504,30.3913009,289,214,575,3116,2,75,577,2.50903317,2.58103393,Alabama,South
1087,7318,36601,10.3,31.74684847,31.72112169,15.79624389,20.73578595,29,77,-17,2069,0,-48,-17,2.703350627,2.691068486,Alabama,South
1089,179653,80426,5.1,27.7264739,19.17419715,7.409038043,45.69029091,1076,844,2269,9764,9,232,2278,2.556972564,2.623264733,Alabama,South
1095,42649,53388,4.6,30.41494477,32.67939717,15.57924815,21.32640991,340,314,27,962,4,26,31,2.543720478,2.638430384,Alabama,South
1097,177944,54315,8.5,30.03839456,33.81968828,10.99169307,25.15022409,1288,1347,-457,7750,11,-59,-446,2.601774204,2.622273233,Alabama,South
1101,98928,56862,8.4,28.38616715,26.18361466,11.15619065,34.27402754,782,713,-652,8397,7,69,-645,2.592113796,2.613929336,Alabama,South
1103,56703,62260,4.9,30.38675332,31.45734667,14.91544545,23.24045456,343,382,-103,2287,1,-39,-102,2.554654635,2.596433351,Alabama,South
1109,14958,45144,5.4,26.30219099,33.9654816,12.41732121,27.3150062,89,100,-86,2143,2,-11,-84,2.568141391,2.592078795,Alabama,South
1113,22420,45074,5.7,37.88450486,31.05274994,14.21074989,16.8519953,184,166,34,530,8,18,42,2.598352783,2.594863398,Alabama,South
1115,39102,70361,5.3,32.97325418,34.66858437,12.41508048,19.94308097,233,265,207,2108,0,-32,207,2.564620698,2.622657889,Alabama,South
1117,112759,98263,4.2,27.35867221,20.45081125,5.991990142,46.19852639,537,444,762,3253,8,93,770,2.526650369,2.58207737,Alabama,South
1121,33565,55186,7.7,31.88067848,35.80681936,15.48865167,16.82385049,219,265,-444,3241,0,-46,-444,2.579410913,2.600613254,Alabama,South
1123,16802,55270,7.5,32.34869106,32.73515475,16.1911483,18.72500588,103,144,6,680,0,-41,6,2.547318606,2.578328623,Alabama,South
1125,96111,60875,7.2,30.64274098,28.85040865,9.129169371,31.377681,611,511,5189,11131,4,100,5193,2.564449046,2.591038862,Alabama,South
1127,23555,51065,6.4,32.55508276,34.32174126,17.12076993,16.00240604,165,309,-73,1081,1,-144,-72,2.624642027,2.637844176,Alabama,South
2020,135425,99162,7.9,31.83926855,24.48998675,5.991843944,37.67890075,966,482,-881,9077,46,484,-835,2.600064189,2.671540184,Alaska,West
2090,41534,84166,6.7,35.61030601,25.56243567,5.118695574,33.70856275,336,114,-519,3987,9,222,-510,2.583437915,2.668891649,Alaska,West
2110,15139,102097,7,32.86749934,21.32500655,5.349812211,40.45768189,70,46,-77,934,2,24,-75,2.55374256,2.692906388,Alaska,West
2122,24064,76254,9.6,34.29049279,30.62753227,5.691133515,29.39084142,149,111,94,1964,1,38,95,2.608490793,2.672864067,Alaska,West
2170,44112,86313,8.8,36.15230954,33.86055166,5.706819177,24.28031961,339,164,244,2350,0,175,244,2.567958565,2.665245364,Alaska,West
4003,46793,55254,6.9,36.39296878,25.16721003,10.78210601,27.65771519,319,361,97,5075,9,-42,106,2.622873402,2.700206988,Arizona,West
4005,65377,64016,9.6,30.93976894,21.41536143,8.025480616,39.61938901,335,289,-13,12049,-4,46,-17,2.616126725,2.676673045,Arizona,West
4007,18884,51928,7.6,39.34659091,31.43939394,10.36682616,18.847189,110,213,206,843,1,-103,207,2.486669887,2.558483227,Arizona,West
4009,14506,63797,6.2,39.33804238,30.30877901,15.76185671,14.5913219,107,76,64,2663,0,31,64,2.701400846,2.750028619,Arizona,West
4013,2100745,83668,7.3,31.67995468,21.95833968,10.50369985,35.8580058,11597,9639,18682,74597,135,1958,18817,2.607169592,2.655375549,Arizona,West
4015,77778,54842,9.9,38.61283888,34.66781545,11.83389002,14.88545564,400,1016,1733,4322,2,-616,1735,2.61455616,2.686322928,Arizona,West
4017,35406,49948,10,38.28350207,30.07840243,14.00660084,17.63149466,318,435,157,2038,0,-117,157,2.636511492,2.65837448,Arizona,West
4019,444682,64007,7.6,32.89714048,21.1780955,10.05413659,35.87062743,2351,2994,2257,27486,66,-643,2323,2.609143808,2.676009107,Arizona,West
4021,174818,76232,7.4,36.63589679,30.33993888,10.87394852,22.15021581,1069,1055,4607,23521,14,14,4621,2.63866499,2.709603674,Arizona,West
4023,16724,53467,11.3,27.26430465,26.37295933,22.29321747,24.06951855,148,94,-19,114,4,54,-15,2.597474054,2.630385316,Arizona,West
4025,96224,64187,7.4,38.11079237,24.78378679,7.503168299,29.60225254,406,871,1670,4062,1,-465,1671,2.59152329,2.687105787,Arizona,West
4027,78941,54209,17.1,33.23556275,26.7299824,23.36246649,16.67198836,646,572,560,8505,24,74,584,2.630594834,2.624921765,Arizona,West
5005,15297,48573,6.1,36.00460242,34.64875455,10.59800355,18.74863949,77,196,198,522,0,-119,198,2.477595173,2.651873282,Arkansas,South
5007,135231,86374,4.5,25.83238661,28.1348474,9.425232996,36.60753299,916,491,1954,3026,34,425,1988,2.572907353,2.623539815,Arkansas,South
5019,8550,50519,6.1,31.76860305,32.70582532,10.03474186,25.49082976,60,68,-50,2857,0,-8,-50,2.577496918,2.576909481,Arkansas,South
5027,8282,47278,7,27.48828624,40.59349709,11.53627715,20.38193951,57,79,-36,2012,0,-22,-36,2.671190018,2.667190185,Arkansas,South
5031,52654,60580,5.4,30.12605979,32.36139,9.745928157,27.76662204,356,264,272,3951,4,92,276,2.55250155,2.585328685,Arkansas,South
5033,24751,54741,5.5,31.02964986,36.29992992,13.36780804,19.30261218,172,168,2,673,2,4,4,2.584101957,2.621160483,Arkansas,South
5035,18983,49644,8.5,30.32891927,37.76492623,14.7110045,17.19515,156,156,-85,495,0,0,-85,2.665468085,2.681246007,Arkansas,South
5045,57714,63429,5.6,30.08667941,30.40025494,6.31612492,33.19694073,379,250,153,4738,3,129,156,2.580683866,2.61977528,Arkansas,South
5051,37708,53239,8.1,33.7488344,30.89929241,9.105369974,26.24650321,230,353,204,1650,2,-123,206,2.591511957,2.65430684,Arkansas,South
5055,18110,54475,6.1,28.31620401,42.59277047,12.60205552,16.48897,151,115,82,849,0,36,82,2.586528906,2.529539707,Arkansas,South
5063,15479,57611,5.9,31.21476166,39.40779876,12.50640697,16.87103261,109,103,-9,850,0,6,-9,2.563488516,2.613399532,Arkansas,South
5069,24662,45894,8.2,26.82818305,41.09768849,11.43295735,20.64117111,198,257,-339,5589,2,-59,-337,2.632498977,2.609577302,Arkansas,South
5071,9323,46660,6.4,24.63625866,41.18937644,16.09699769,18.07736721,76,71,-33,454,0,5,-33,2.677065618,2.767470059,Arkansas,South
5085,31393,66160,5.6,32.19748961,37.0193551,9.788943924,20.99421137,175,194,34,720,0,-19,34,2.604677293,2.651627985,Arkansas,South
5091,17671,48652,7,30.44231235,40.42811125,13.08233175,16.04724464,132,139,-16,1375,0,-7,-16,2.549889418,2.611387409,Arkansas,South
5093,15414,45168,9.2,28.96594284,42.46538358,14.39040383,14.17826976,139,135,-141,778,0,4,-141,2.593554557,2.580373471,Arkansas,South
5105,3839,56640,5.7,30.35368886,44.21110804,8.303398729,17.13180437,23,37,-9,90,0,-14,-9,2.863303554,2.414702262,Arkansas,South
5113,7330,45289,6.8,34.35215947,35.82871908,12.61720192,17.20191953,52,65,-25,96,0,-13,-25,2.596763201,2.527973794,Arkansas,South
5115,25735,57881,6,26.33975904,35.00240964,14.02168675,24.63614458,175,182,10,2770,0,-7,10,2.597111024,2.625887797,Arkansas,South
5119,172305,57057,7.6,29.47393325,25.12670183,8.038311825,37.36105309,1188,1085,-116,8904,17,103,-99,2.577895815,2.607439831,Arkansas,South
5125,54956,70330,5.1,31.40489227,32.74561796,7.349885786,28.49960398,332,295,352,1289,1,37,353,2.521373382,2.578711793,Arkansas,South
5131,52065,52679,6.1,30.54620342,30.25002025,14.82072819,24.38304814,373,336,-66,1810,4,37,-62,2.556501345,2.628386369,Arkansas,South
5139,14046,50258,8.5,28.94756926,40.09005571,12.04304358,18.91933145,99,149,-71,618,0,-50,-71,2.556592711,2.539725046,Arkansas,South
5143,119568,62100,4.7,24.3433323,28.30535696,12.73702207,34.61428867,741,467,591,9553,17,274,608,2.519536627,2.572501142,Arkansas,South
5145,31311,56866,6.4,26.33593029,40.60874855,13.25235002,19.80297113,200,225,33,2668,2,-25,35,2.556461321,2.608268213,Arkansas,South
6001,745114,121190,8.9,21.56816276,15.86231471,11.10015783,51.4693647,4368,2755,-3845,53905,160,1613,-3685,2.585382779,2.607242056,California,West
6007,84510,63353,9.4,36.34895703,22.25753417,9.672944527,31.72056427,488,514,-1307,4958,1,-26,-1306,2.618262087,2.683630677,California,West
6013,497173,119667,9,26.99559056,17.70679714,10.38745333,44.91015897,2939,2151,-1000,11277,131,788,-869,2.597261913,2.590652124,California,West
6017,83202,104859,8.5,35.3601444,20.7322748,5.083479046,38.82410175,395,408,31,1261,0,-13,31,2.604987181,2.684999146,California,West
6019,393753,68693,11.6,31.72635598,23.01607294,21.40307517,23.85449591,3319,1874,-827,18411,4,1445,-823,2.671262936,2.691323734,California,West
6021,11612,63247,9,32.41705143,31.42381617,19.67679588,16.48233652,92,55,-53,278,0,37,-53,2.623083979,2.666589821,California,West
6023,54656,57660,8.5,36.19551848,23.23760629,8.481736991,32.08513824,298,335,-182,4514,0,-37,-182,2.605753955,2.680962273,California,West
6025,55364,55523,22.6,29.86109855,25.88576803,28.15286394,16.10026948,536,432,-233,8487,7,104,-226,2.663781881,2.673370873,California,West
6029,336819,65981,12.8,30.88688463,27.67452265,22.86501673,18.57357599,2944,1721,-3897,28724,-17,1223,-3914,2.668039936,2.700594828,California,West
6031,50252,63683,11.8,32.22774609,28.08833534,25.76482286,13.91909571,559,249,-12,15491,2,310,-10,2.655910223,2.669238886,California,West
6033,25682,51848,9.8,40.50270767,28.83825483,12.91509145,17.74394605,168,185,49,689,0,-17,49,2.634916576,2.779466783,California,West
6037,4363337,82455,12.3,24.8941944,20.2979643,19.33684888,35.47099242,23767,19922,-25491,208714,156,3845,-25335,2.63295771,2.65654781,California,West
6039,55065,71273,11.1,32.0242475,23.89455528,26.95241229,17.12878493,486,283,-120,7204,0,203,-120,2.691347757,2.685959526,California,West
6041,121786,135960,6.8,21.49479082,10.78056151,7.265481461,60.45916621,507,529,-879,7753,3,-22,-876,2.638517223,2.433775014,California,West
6045,33785,63621,9.1,35.11067479,26.12783973,13.8377997,24.92368578,219,232,-199,1609,0,-13,-199,2.619430654,2.674766838,California,West
6047,101032,65253,12.5,28.42622721,28.68280793,28.11074957,14.78021529,906,528,123,5018,3,378,126,2.661091535,2.686138649,California,West
6051,6932,79105,12.1,37.62694301,17.60621762,10.44559585,34.32124352,44,7,-14,306,1,37,-13,2.446964994,2.583880309,California,West
6053,190346,91450,11.1,24.81541425,20.63564814,26.66521051,27.88372709,1456,693,-1401,17837,8,763,-1393,2.658132851,2.677007422,California,West
6055,62735,98580,8.9,28.73963838,17.4504533,15.29278289,38.51712542,299,330,-474,5145,0,-31,-474,2.617046071,2.658535034,California,West
6057,42981,80069,8.1,35.13953576,20.46903202,4.931399649,39.46003256,205,271,117,1949,0,-66,117,2.574814766,2.645073595,California,West
6059,1424333,106047,8.9,26.3383016,17.20472336,13.05593737,43.40103767,7632,5294,-4224,53489,77,2338,-4147,2.635129669,2.679143986,California,West
6061,173074,106114,7.4,34.88348208,17.15057463,5.075299297,42.89064399,888,831,1075,4451,2,57,1077,2.565127822,2.64226234,California,West
6065,1006179,86350,10.1,31.88037533,26.33554689,16.70006009,25.08401769,6377,4826,2407,35672,27,1551,2434,2.661989595,2.682089959,California,West
6067,643643,83985,9.4,33.15417066,21.92956635,11.63248072,33.28378227,4497,3077,-663,34212,177,1420,-486,2.612424388,2.650591328,California,West
6069,29328,106560,9.9,34.54775604,26.30379747,16.76179517,22.38665132,170,102,251,445,0,68,251,2.69516107,2.700052739,California,West
6071,879264,78779,9.6,31.36297388,27.82988533,17.90570045,22.90144034,6513,4013,-1347,42209,12,2500,-1335,2.683481684,2.702998396,California,West
6073,1399329,98365,9.4,28.98126379,17.94657436,10.98229061,42.08987125,9170,5945,-6905,115152,161,3225,-6744,2.617764401,2.66882738,California,West
6075,514683,135366,7.9,17.35406537,11.32272824,11.20244218,60.12076421,2098,1601,-3744,27872,84,497,-3660,2.554870559,2.638455283,California,West
6077,296348,84738,11.5,31.1032099,27.75445929,19.56937278,21.57295804,2394,1502,175,18089,35,892,210,2.664382293,2.686333931,California,West
6079,123695,88578,7.8,34.38993235,18.17875973,8.229907534,39.20140039,608,609,-515,16285,0,-1,-515,2.594274643,2.66032119,California,West
6081,408287,143795,6.9,22.41872916,14.81497847,9.695058298,53.07123407,1890,1319,-2538,9360,101,571,-2437,2.549391701,2.562665278,California,West
6083,200743,89334,8.1,29.36083259,16.90536386,17.86386359,35.86993995,1328,819,-445,20708,22,509,-423,2.603476754,2.659292575,California,West
6085,950754,150502,7.1,19.9518602,13.50843605,10.6740767,55.86562705,4882,2763,-7099,39638,191,2119,-6908,2.580242731,2.571839863,California,West
6087,121753,99256,9.7,29.72836098,15.20699884,11.5066755,43.55796468,552,404,-556,14565,4,148,-552,2.596145776,2.646392669,California,West
6089,66741,66312,8.9,42.4345089,26.36854877,7.930256537,23.26668579,460,563,-92,3023,1,-103,-91,2.57730691,2.648945115,California,West
6093,15269,51593,10,41.97246994,26.01684119,8.9270733,23.08361557,92,139,-37,554,0,-47,-37,2.513293725,2.629082307,California,West
6095,182148,92711,9.7,36.23180559,24.32111348,11.08003949,28.36704144,1209,950,-991,11123,0,259,-991,2.638715304,2.685047423,California,West
6097,225996,96312,8,32.36829978,18.64851951,11.13624219,37.84693852,1151,1076,-668,8841,5,75,-663,2.578752783,2.651361329,California,West
6099,215474,75249,11,31.62868528,29.34753322,19.8868358,19.1369457,1761,1051,-466,6513,6,710,-460,2.648636662,2.694177823,California,West
6101,40347,66071,11.4,33.9569161,24.67058896,21.16504259,20.20745235,295,225,-225,983,3,70,-222,2.630725537,2.637133537,California,West
6103,23343,58900,9.1,38.66337295,28.77331197,13.72012285,18.84319224,171,175,-136,803,0,-4,-136,2.680151446,2.719301918,California,West
6107,175249,64313,13.4,31.55782036,26.97089315,25.63179558,15.83949091,1600,919,-46,5245,0,681,-46,2.704586515,2.724437892,California,West
6109,18045,70108,10.6,44.45160059,25.12284719,6.481083918,23.9444683,105,193,-132,3742,0,-88,-132,2.618477915,2.658409185,California,West
6111,374275,101981,8.7,30.16572235,19.45706992,14.71144733,35.6657604,2023,1533,-1078,12157,-1,490,-1079,2.657346469,2.67831351,California,West
6113,96690,82359,7.8,26.78712609,17.54081625,11.58820685,44.08385081,503,378,-297,8630,15,125,-282,2.597813343,2.65694715,California,West
6115,27444,63626,10.6,39.66904681,27.09584797,15.3386981,17.89640712,286,148,233,2402,2,138,235,2.663738596,2.695116213,California,West
8001,249638,89849,7.5,28.41301592,28.55024597,15.01418819,28.02254992,1643,965,53,4470,36,678,89,2.61507162,2.694502795,Colorado,West
8005,333007,93525,7.3,27.43030006,18.79163932,8.035629448,45.74243117,1904,1484,-536,5397,89,420,-447,2.543979231,2.646667249,Colorado,West
8013,179548,96584,5.7,20.59604765,11.02094838,4.474008489,63.90899548,623,571,-23,15316,23,52,0,2.542496351,2.63967973,Colorado,West
8014,37893,114746,6.1,24.82277484,12.61017966,3.923333708,58.64371179,150,149,409,482,1,1,410,2.531706944,2.627032039,Colorado,West
8031,387125,87619,7.6,20.95429257,14.75479323,8.644249174,55.64666503,2139,1589,1558,15932,49,550,1607,2.594172322,2.661491974,Colorado,West
8035,185433,140768,5.3,25.49391371,11.56116564,2.011105092,60.93381556,924,525,1984,1643,19,399,2003,2.51841577,2.600605791,Colorado,West
8037,32191,105813,8.9,25.17095409,17.72662375,6.833153821,50.26926834,126,40,-149,99,5,86,-144,2.487094975,2.542998935,Colorado,West
8041,318334,82248,6.7,34.35159994,19.63201026,4.894337544,41.12205226,2203,1331,974,20495,-13,872,961,2.603825601,2.679015058,Colorado,West
8045,29365,86566,6.3,30.53197646,24.50323141,11.55589852,33.4088936,180,84,-12,1068,3,96,-9,2.443077613,2.55328059,Colorado,West
8059,305322,102413,6.6,26.19994988,18.52940419,4.524621953,50.74602398,1460,1336,-75,8797,11,124,-64,2.617532079,2.658985357,Colorado,West
8067,28885,79358,6.4,28.13257288,21.01192079,3.595819156,47.25968717,119,103,1,1743,0,16,1,2.681218461,2.670544854,Colorado,West
8069,189141,88338,5.9,28.0879705,16.81644238,3.357546276,51.73804084,790,652,656,11706,3,138,659,2.569289252,2.647411086,Colorado,West
8077,69397,69578,7,33.25683739,28.46729123,7.648694619,30.62717676,395,425,334,3956,1,-30,335,2.563470841,2.659328168,Colorado,West
8097,10013,111291,9.8,21.82578189,11.2040009,3.000671792,63.96954542,38,16,-27,49,1,22,-26,2.560622036,2.616307149,Colorado,West
8101,70203,58314,7.6,35.40670671,30.03300611,9.542848393,25.01743879,396,518,250,3580,0,-122,250,2.582369603,2.653271516,Colorado,West
8107,14723,104407,7.4,26.68854542,17.71120051,3.477662503,52.12259157,61,42,-19,350,0,19,-19,2.599556763,2.688397243,Colorado,West
8117,19904,96984,9.2,25.41730841,17.04616409,5.070141115,52.46638638,64,24,-95,578,1,40,-94,2.564941962,2.651700792,Colorado,West
8123,153885,90770,6.5,32.04772263,24.45336503,11.54268799,31.95622435,1126,593,2057,5202,9,533,2066,2.597794621,2.650854117,Colorado,West
10001,73234,71866,8.3,29.80687419,33.65012602,9.804787208,26.73821258,522,516,422,4072,9,6,431,2.588516524,2.640991011,Delaware,South
10003,277563,85427,7.4,26.04737757,27.3227732,7.408736322,39.2211129,1513,1556,-9,15883,47,-43,38,2.554847538,2.616786272,Delaware,South
10005,99528,81188,7.2,27.51271908,29.56325374,10.35784259,32.5661846,544,887,1782,2763,6,-343,1788,2.589387229,2.641316638,Delaware,South
11001,355694,99897,7.9,14.7659195,14.51716122,7.153297028,63.56362225,2187,2004,-15475,40699,50,183,-15425,2.575732556,2.626554818,District of Columbia,South
12001,126615,58783,5.7,26.73337018,19.82315814,5.77353771,47.66993398,597,540,1279,17636,15,57,1294,2.544786249,2.589324704,Florida,South
12005,77333,65521,6.3,34.87021042,27.8548699,9.233590421,28.04132925,424,471,-616,3064,4,-47,-612,2.574159076,2.616695633,Florida,South
12009,261234,74899,7,33.51059362,26.08569232,6.863828348,33.53988572,1162,1924,3160,8007,15,-762,3175,2.584954573,2.65032217,Florida,South
12011,922908,70834,9.4,27.77412072,26.7054546,9.721509355,35.79891533,4890,4277,-2367,14950,383,613,-1984,2.59881595,2.635392001,Florida,South
12015,65747,65040,7.7,33.98364371,32.95213814,7.753842743,25.31037541,255,784,1965,3906,1,-529,1966,2.579253926,2.655896359,Florida,South
12017,42339,52534,8.9,32.51743287,37.96895213,9.113211119,20.40040387,256,763,1399,2841,0,-507,1399,2.607962077,2.700192869,Florida,South
12019,98484,84364,5.7,36.98347374,27.64955556,6.672429141,28.69454156,513,526,679,2456,7,-13,686,2.559606879,2.612959578,Florida,South
12021,163099,81821,7.3,25.06330296,25.37689867,10.01838205,39.54141632,743,962,1930,4834,53,-219,1983,2.566299684,2.624973547,Florida,South
12023,27530,54060,6.3,33.63054227,35.5130907,14.51122639,16.34514063,196,189,40,3638,0,7,40,2.596359064,2.681002814,Florida,South
12031,444744,70203,7.2,30.24933436,27.66459129,8.995269751,33.0908046,2968,2309,1341,22929,89,659,1430,2.577509922,2.630462235,Florida,South
12033,133076,61634,7.1,34.27585894,27.28815867,9.506195253,28.92978714,921,980,697,18744,13,-59,710,2.559421062,2.622407029,Florida,South
12035,43252,73336,7.9,32.77005552,29.8777387,6.912955037,30.43925075,152,418,1041,781,2,-266,1043,2.543421904,2.638445942,Florida,South
12039,16836,45628,7.3,25.34157024,35.86324116,18.71281951,20.08236909,109,147,-317,2051,1,-38,-316,2.647104394,2.715305092,Florida,South
12051,13903,55308,8.8,22.93105422,35.84264947,30.49715746,10.72913885,121,94,62,2257,4,27,66,2.81876756,2.613863538,Florida,South
12053,65713,60582,8.4,36.68719057,32.93125046,9.943597935,20.43796104,383,746,1647,2104,3,-363,1650,2.609882282,2.660227088,Florida,South
12055,31715,51954,8.2,32.18336543,34.45307162,13.63562954,19.72793341,183,439,404,1412,6,-256,410,2.534223487,2.617068523,Florida,South
12057,695452,74091,7.6,27.01310634,25.41487872,10.41679212,37.15522282,3982,3021,5444,30530,273,961,5717,2.595590992,2.632765453,Florida,South
12061,59012,69462,7.8,30.82006772,27.73440237,8.01229907,33.43323084,278,599,1097,1440,6,-321,1103,2.631812928,2.663296026,Florida,South
12063,16102,50625,5.8,29.90597948,38.66594049,16.78323683,14.6448432,114,163,-145,6494,0,-49,-145,2.531767712,2.628706556,Florida,South
12069,141967,67637,9.2,33.18276815,30.95968449,9.075035394,26.78251197,806,1183,2904,4841,21,-377,2925,2.586257011,2.647039866,Florida,South
12071,317679,71607,7.7,29.64626624,29.97411542,9.620298314,30.75932003,1644,2069,5743,13146,84,-425,5827,2.560491873,2.619501422,Florida,South
12073,141101,61560,6.2,26.3085104,18.81929234,6.289656107,48.58254115,727,541,1706,14924,3,186,1709,2.581478113,2.615014142,Florida,South
12081,162762,72176,7.2,28.50771533,28.19517174,8.953137481,34.34397545,826,1226,2548,6260,14,-400,2562,2.568204173,2.638800008,Florida,South
12083,128309,54517,7.4,32.45986128,34.7790643,10.3852903,22.37578412,817,1350,2296,9714,14,-533,2310,2.56450926,2.643328559,Florida,South
12085,66660,80678,6.4,32.25169866,23.83259665,7.278371852,36.63733284,303,539,506,4794,2,-236,508,2.549355089,2.632662414,Florida,South
12086,1170373,66952,8.2,23.19828301,26.65126766,16.9442348,33.20621452,6613,6052,-7286,38741,739,561,-6547,2.603710349,2.631477547,Florida,South
12087,40716,79459,8.2,27.80353184,27.65314191,6.742740198,37.80058606,170,193,0,1011,0,-23,0,2.572523222,2.632741674,Florida,South
12089,39025,90808,5.9,30.50519975,27.29158379,7.685969199,34.51724726,200,244,800,733,-1,-44,799,2.60937517,2.679028444,Florida,South
12091,89575,76663,5.8,35.00142205,24.19383236,6.583420236,34.22132535,640,470,184,4359,18,170,202,2.595902931,2.655660956,Florida,South
12093,16085,50176,5.7,28.66264262,35.22207878,20.01325843,16.10202017,149,122,-21,2624,1,27,-20,2.631334368,2.69935335,Florida,South
12095,656635,72129,11.2,27.77139771,23.84763923,9.97253797,38.40842509,3770,2201,-850,36633,437,1569,-413,2.609200452,2.652224356,Florida,South
12097,162790,63782,14.1,31.96042144,28.38845625,11.395694,28.25542831,1077,665,1985,2891,155,412,2140,2.614971247,2.664012427,Florida,South
12099,656392,76713,8,26.82502699,22.75566751,10.86766823,39.55163728,3324,4269,2717,27355,268,-945,2985,2.590765532,2.624703312,Florida,South
12101,222125,65933,7.5,30.24380189,32.93386804,8.785347525,28.03698255,1169,1708,5311,7958,7,-539,5318,2.589328363,2.641145579,Florida,South
12103,440021,66427,7.5,30.71066769,26.00479948,7.43959585,35.84493698,1752,3194,2219,20387,27,-1442,2246,2.565741324,2.633331803,Florida,South
12105,288372,61941,9.6,31.63118282,33.24663014,12.48127856,22.64090849,1854,2000,5696,15449,88,-146,5784,2.580253402,2.625807654,Florida,South
12107,24104,46459,8.4,27.48111733,40.63777288,17.78644215,14.09466765,188,273,133,1270,0,-85,133,2.583199645,2.605781498,Florida,South
12109,129978,103757,5.4,27.12061308,19.40307784,4.866306837,48.61000225,504,558,4142,3706,2,-54,4144,2.553400276,2.622537253,Florida,South
12111,134632,64038,8.1,32.5158839,30.74067067,11.37374072,25.36970471,719,944,2681,2917,12,-225,2693,2.594634339,2.655360718,Florida,South
12113,78203,82537,5.5,35.30479327,26.34979876,7.365532382,30.97987559,460,381,940,6197,10,79,950,2.558171601,2.627403124,Florida,South
12115,170379,78309,7.2,28.82361421,25.88791679,5.630772984,39.65769602,674,1662,3686,7960,0,-988,3686,2.625522937,2.658622613,Florida,South
12117,219044,80296,7.6,30.34603651,21.1544601,6.114612401,42.38489098,1136,932,179,4935,37,204,216,2.583749263,2.642069773,Florida,South
12119,29868,77851,8.3,29.6137755,28.48547014,6.834445216,35.06630914,105,573,1176,8542,2,-468,1178,2.551525222,2.655788309,Florida,South
